SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;FishTotalDensity;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;InvasiveFishDensity;RatioInvasiveDensity;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
OKR9_0913;SPL;2013;0.163636364;1.818181818;292;0.001192045;0.001624713;0.000700047;10.997;10;174;0.5;0.909090909;9.876668763;60181.3728;12.26074204;424.9276395;5.094326462;0.299187228;1.07537055;0.038302217;2.765527435
OKRF_0001;SPL;2013;0.702272729;3.363636363;257;0.001164152;0.001515284;0.000764871;8;8;1;0.125;0.636363636;29.81771387;82.314;16.71745836;1243.955334;0;0.538694511;1.349725201;0.123551279;4.233029342
OKRM_1001;CPL;2013;0.338636364;1.727272728;919;0.001190486;0.001306416;0.001058659;30.486;18;46;0.055555556;0.545454545;0.355986324;101461.7529;16.04852392;725.2692711;23.20942545;0.833241716;1.445955575;0.146005757;9.74846843
OKRM_1002;SPL;2013;0.122727272;1.727272728;594;0.001125107;0.001216593;0.001021075;17.499;17;23;0.235294118;0.318181818;21.18002442;74597.1948;13.61878048;513.9694702;33.66796535;0.684997758;1.259176418;0.093014758;7.33174986
OKRM_1004;CPL;2013;0.077272727;1.545454546;851;0.001137196;0.000806708;0.001513003;27.121;24;2;0.083333333;0.318181818;0.414966227;103921.6518;16.06835624;739.9194124;22.73950605;0.836674559;1.445136208;0.147055688;9.845332225
OKRM_1006;SPL;2013;0.227272728;1.181818182;672;0.001132812;0.000792586;0.001519691;26.247;24;24;0.166666667;0.818181818;0.201155752;134315.9091;11.48809895;620.0402932;31.19350141;0.874379686;1.165979621;0.150290238;14.22052038
OKRM_1008;SAP;2013;0.113636364;2.272727273;569;0.001157097;0.00117434;0.00113749;43.457;19;13;0.263157895;1;1.007017799;3659.1543;16.32657777;1514.360899;0.000688684;0.384060956;0.964423924;0.02380878;3.727614583
OKRO_1086;CPL;2013;0.336363637;1.090909091;295;0.001121543;0.001087538;0.001160211;26.973;19;9;0.210526316;0.954545455;0.703867383;2946.1995;16.51188419;1410.583276;0.013105019;0.702045024;1.072394199;0.132516484;5.930939984
OKRO_1087;SAP;2013;0.35909091;2.909090908;924;0.001136111;0.000404381;0.001968179;36.994;31;47;0.193548387;0.954545455;0.94091885;509.9031;15.65412486;1661.238178;0;0.266639485;0.920563533;0.005295124;3.680353234
OKRO_1088;SPL;2013;0.259090909;1.090909091;495;0.001150222;0.001333793;0.000941479;33.964;16;11;0.25;0.727272727;42.69480133;3563.5077;15.88825957;960.9775315;1.550643485;2.952478789;2.329369359;0.807687324;57.68156286
OKRO_1089;SPL;2013;0.243181818;2.09090909;3246;0.001351101;0.000924572;0.001836117;2;2;0;0;0.545454545;9.287000799;2343.942;15.63107195;547.0459541;14.48659566;0.355973399;1.307918395;0.021809413;1.89799737
OKS9_0931;SPL;2013;0.127272727;1.818181819;4;0.001303656;0.000791289;0.001886282;2;2;16;0.5;1;21.48498357;21.1842;16.12511136;907.0894558;28.8597162;0.434488912;1.473448047;0.016993797;18.74097209
OKS9_0932;SPL;2013;0.104545455;1.363636364;768;0.001097471;0.001391252;0.000763404;12;12;108;0.416666667;0.80952381;23.80614257;254.3058;15.99036814;944.5497282;3.242120313;0.312207586;1.465232498;0.048484934;11.41490882
OKS9_0933;TPL;2013;0.547727273;2.909090909;41;0.001160559;0.001451222;0.000830038;12.854;7;2;0.142857143;0.681818182;23.57273506;41.7285;14.3417216;1526.731679;9.957942413;0.621373881;1.796199147;0.006470398;2.136948809
OKS9_0934;SPL;2013;0.268181819;1.818181819;459;0.001124051;0.001420574;0.000786867;13;13;8;0.153846154;0.772727273;21.96860938;33.3495;15.73846801;981.113286;0;0.438321414;1.558942406;0.010794765;5.047153164
OKS9_0935;SPL;2013;1.088636364;2.454545455;123;0.001154179;0.001433582;0.000836463;7;7;11;0.142857143;0.590909091;18.4576474;10.4733;14.94058155;627.3760834;2.148320014;0.426484489;1.305198242;0.0429664;1.777235278
OKS9_0936;SPL;2013;0.170454546;1.363636364;353;0.001113566;0.001308663;0.000891715;15.997;15;0;0;0.818181818;21.16221857;151.1406;15.60692289;981.9290568;0.063120035;0.705098432;2.028983958;0.03811021;13.4700351
OKS9_0937;SPL;2013;0.288636364;2.272727274;256;0.001110386;0.001299953;0.000894823;15.166;15;5;0.266666667;0.954545455;19.24003679;623.7927;16.91669523;1150.13963;2.103727729;0.637821507;0.845614004;0.036502511;5.16660062
OKS9_0938;SAP;2013;0.213636364;2.818181817;609;0.001207241;0.00156568;0.000799651;7;7;47;0.428571429;1;29.3718394;126.6903;15.42450746;1816.336475;0;0.164484574;1.096743321;0.000710394;0.889509923
OKS9_0939;SPL;2013;0.204545456;4.090909092;801;0.001108081;0.00129477;0.000895793;15.999;15;10;0.266666667;0.954545455;27.47350606;184.3182;16.38772083;1240.634055;0;0.151144054;0.689173811;0.00488286;1.98996614
OKSS_1405;SAP;2013;0.429545454;3.181818182;1254;0.001133373;0.000391894;0.001976527;36.995;31;30;0.064516129;0.727272727;57.74565618;2330.811;14.47895701;1288.877775;3.86E-05;5.12460045;2.657370293;1.204885338;114.5846
ORLS_1093;WMT;2013;0.118181819;2.000000001;53;0.001335706;0.001188663;0.000846367;2;2;18;0.5;0.772727273;76.94738298;263.925;9.09460372;2250.299171;0;0.367171355;2.033551713;0.004092072;3.049655918
ORLS_1095;WMT;2013;0.327272728;2.090909091;180;0.001276991;0.001743743;0.000746236;7;7;0;0;0;20.22254717;416.9439;6.830294218;611.0333455;0;0.150782156;2.660794362;0;0.609589068
ORLS_1104;WMT;2013;0.340909091;5.363636364;57;0.001312941;0.001831251;0.001860683;12;12;0;0;0.818181818;10.18007561;113.7519;7.905251966;706.4282037;0;0.276570325;2.177164805;0;0.268142839
ORR9_0902;WMT;2013;0.11818182;1.272727273;103;0.000812866;0.001766444;0.000740908;7;7;0;0;0.772727273;0.551833587;679.4199;7.008913398;2143.9665;0.012319333;0.330531679;1.06188408;0.03430868;8.680116644
ORR9_0903;WMT;2013;0.529545455;3.090909092;22;0.001309244;0.001468594;0.001128044;4;4;0;0;1;0.317072267;1330.2909;6.77693202;1972.996485;0;0.097517693;0.661878835;0.001556051;0.547494795
ORR9_0904;WMT;2013;0.227272728;2.363636364;76;0.001316355;0.001765346;0.000805796;6.247;6;12;0.166666667;1;0.287396885;5633.9694;9.496279122;737.122064;0.05091082;1.537230234;1.404726099;0.35864412;33.56550024
ORR9_0908;WMT;2013;0.252272728;1.90909091;99;0.001314923;0.001483803;0.001122885;4;4;53;0.5;0.909090909;0.707128753;3227.4495;8.815495341;1198.692321;0.000697145;0.175368197;1.92520393;0.004517499;1.257942086
ORR9_0910;WMT;2013;0.540909091;3.181818182;43;0.001292763;0.000784097;0.001871179;2;2;1;0.5;0.136363636;32.00577442;6671.0745;6.966021236;348.373049;0.45892607;0.211594234;0.97027881;0.002428394;0.623291591
ORR9_0911;WMT;2013;0.318636364;3.427272728;202;0.001288654;0.001663396;0.000862526;20.97;15;2;0.066666667;1;0.725642175;5299.0479;9.225416463;1315.872617;0.043275699;0.845541762;1.458597824;0.18847348;17.49141178
ORR9_0912;WMT;2013;0.163636364;2.181818182;40;0.001328849;0.001688401;0.000919992;5.975;5;9;0.6;1;0.751701101;1220.8608;10.59733743;1147.862107;15.72208724;3.179402025;1.733766421;0.659043193;68.21769436
ORR9_0914;XER;2013;0.3;2.454545454;155;0.001282775;0.001692637;0.00081671;6;6;0;0;0.136363636;0.750269985;6304.9797;7.257655526;388.3491416;0.170679376;0.202924888;0.995933884;0.000842191;0.286950835
ORRF_0101;WMT;2013;0.306818182;2.636363637;18;0.0013321;0.001266374;0.001406838;3;3;6;1;0.909090909;1.02088494;626.5872;9.517361938;1407.816728;0.000143635;0.565955864;1.637425028;0.023268908;5.311014517
ORRF_0102;WMT;2013;0.3;3.454545455;28;0.001316782;0.001765601;0.000606419;10.339;6;58;1.166666667;0.772727273;1.009510204;349.9488;9.744348177;2198.549097;0.008486956;0.188076084;2.420964011;0.003600527;2.755386336
ORRF_0104;WMT;2013;0.490909093;3.454545454;20;0.001298074;0.001614935;0.000937764;5.237;5;6;0.4;1;1.372638836;1662.1911;7.883465637;1365.489392;0;0.269015458;1.094740853;0.013211477;2.135175855
ORRF_0105;WMT;2013;0.320454546;2.90909091;95;0.001280383;0.000812369;0.001675448;10.495;10;1;0.1;0.954545455;0.789027659;1657.1745;10.36224772;1087.00705;0.071090884;0.800901535;1.763567771;0.12474848;16.81726156
ORRF_0106;WMT;2013;0.240909092;2.636363637;59;0.001283993;0.001820989;0.000673361;12.949;10;2;0.2;0.727272727;3.580254706;8758.0575;8.916993216;1517.681153;0.11571059;0.904418326;1.308674802;0.205062595;20.20679925
ORRM_1001;WMT;2013;0.172727274;1.636363637;123;0.001281123;0.001811656;0.000677839;9;9;15;0.222222222;0.863636364;0.60844146;6597.6831;6.40525886;768.3680332;8.612709816;0.438553907;1.775879955;0.024704127;4.396949009
ORRM_1008;WMT;2013;0.940909092;3.727272727;20;0.001339394;0.001283095;0.001403413;3;3;163;1.333333333;0.909090909;1.170212206;10383.3063;10.48585001;977.9839914;0.029297027;0.658919943;2.382250012;0.11380768;9.44648934
ORRO_1058;XER;2013;0.325454545;1.918181818;9;0.001347574;0.00029064;0.002549441;1;1;11;2;0;0.159684031;1701.9801;7.306448414;527.6813533;0.184708388;0.175176843;0.807164055;0;0.050700638
ORRO_1060;WMT;2013;0.213636364;2.454545454;29;0.001327772;0.001515385;0.001114433;4.483;4;16;0.75;1;0.400051261;1450.1376;10.7351976;1101.14496;13.97281886;8.023515699;2.673242606;1.917935236;251.2795677
ORS9_0932;WMT;2013;0.313636364;3.727272727;16;0.001332725;0.00025469;0.002558584;1;1;0;0;1;13.63999985;16.1271;6.284426408;1692.724207;0;0.110218204;0.871960068;0;0.183220885
ORS9_0933;WMT;2013;0.23181818;4.636363636;16;0.001332725;0.001025469;0.000558584;1;1;0;0;0.909090909;16.48336347;4.4244;9.446902358;1169.86256;0;0.098454028;0.83954127;0;0.948684627
ORS9_0934;WMT;2013;0.131818182;2.636363636;11;0.001339197;0.000893976;0.001845468;2;2;0;0;0.863636364;15.98955151;213.2082;4.668947344;795.4794974;0;0.198874621;1.210460425;0;0.199873537
ORS9_0939;WMT;2013;0.638636363;2.818181819;9;0.001303407;0.000184376;0.002575886;1;1;0;0;0.818181818;8.764737669;6.5628;5.911069182;488.7419556;0;0.171969281;0.795689296;0;0.223763293
ORS9_0941;WMT;2013;0.331818182;3.363636364;168;0.001292763;0.000784097;0.001871179;2;2;0;0;0.954545455;3.03102636;13.4469;6.206938666;675.0582378;0;0.156616023;2.365337736;0;0.385791291
ORSS_1173;WMT;2013;0.427272728;4.909090909;13;0.001326719;0.001725348;0.001410004;3;3;0;0;1;8.3050455;5.5278;10.21886759;1030.329248;0;0.168186259;1.166897878;0;0.978135806
PALS_1086;NAP;2013;0.231818181;1.727272728;728;0.001126135;0.00106327;0.001197621;20.997;19;137;0.368421053;0.954545455;15.73542295;130.1553;7.865293416;997.68736;0.43909084;1.004460057;2.656699571;0.206061528;17.69085089
PALS_1087;NAP;2013;0.190909091;1.272727273;978;0.000771132;0.00141485;0.000809507;13.499;13;131;0.769230769;1;16.50102843;121.2669;7.668032822;942.1260791;2.40535546;1.192896;1.709800452;0.20186877;35.62337955
PALS_1090;NAP;2013;0.425000001;2.727272729;214;0.001180537;0.001554556;0.000755231;8;8;0;0;1;11.40811336;21.9762;7.821060091;1155.816653;0.122860185;0.238881153;1.880793878;0.008190679;5.770696194
PALS_1091;NAP;2013;0.66590909;2.727272727;220;0.001147947;0.001401716;0.00085938;14.995;14;33;0.357142857;0.909090909;13.46619786;54.369;7.175953534;940.9430543;0.198642609;0.13300778;0.969288908;0;4.647426649
PAR9_0902;NAP;2013;0.842272728;4.118181818;483;0.001202979;0.001212093;0.001192616;25.988;20;96;0.25;0.818181818;0.199259548;10915.6761;7.318349977;1157.365471;1.693181424;0.945210256;1.582423936;0.131903877;23.21486588
PAR9_0903;NAP;2013;0.165909091;1.272727274;335;0.001119755;0.001126046;0.001112602;20.243;18;463;0.5;0.863636364;34.00467039;726.5844;7.602410127;894.5306785;0.5092182;1.160571573;1.550829544;0.206115078;19.3393471
PAR9_0905;NAP;2013;0.565909091;2.818181818;230;0.001164321;0.001464745;0.000822701;21.965;14;297;1;0.80952381;0.673110721;5752.3716;9.546258765;971.9145179;15.54928058;5.441746914;2.772805442;1.031882224;119.1508011
PAR9_0906;NAP;2013;0.361363637;2.181818182;330;0.001153327;0.001342589;0.000938112;16;16;237;0.5625;0.909090909;0.734312167;12762.6399;7.496557291;1082.448326;3.863797803;1.426938254;1.702194185;0.22318345;38.09595286
PAR9_0908;NAP;2013;0.375;2.181818182;512;0.001096613;0.000947305;0.001266394;25.988;20;132;0.4;1;20.77678143;779.7186;9.191037628;947.4903026;11.98205353;2.071327656;2.119020359;0.266057524;48.494963
PAR9_0910;SAP;2013;0.470454546;2.545454547;276;0.001138454;0.001487196;0.00074189;12.249;12;238;1;0.857142857;0.694431885;18076.5198;8.170620754;1011.401426;4.577859063;1.116720559;1.727395038;0.186960213;26.89904512
PAR9_0911;NAP;2013;0.502272727;3.454545453;665;0.001088309;0.000559266;0.001689895;34.154;26;25;0.076923077;0.909090909;0.29003926;1569.3624;9.20063236;1008.24407;19.96741479;1.93777269;1.994357248;0.227098597;41.36303791
PARF_0002;NAP;2013;0.656818182;3.181818182;285;0.001193892;0.000602823;0.001866012;32.076;30;8;0.066666667;1;0.307226104;2591.7201;8.44152307;1155.286033;9.639964593;1.659853894;1.720637457;0.188423125;37.34277497
PARF_0004;SAP;2013;0.295454547;1.727272727;516;0.001209684;0.001297026;0.001110366;21.246;19;33;0.263157895;0.863636364;1.493410104;16208.7696;7.68630297;1150.199525;3.255359987;1.084427852;1.629924236;0.142217457;26.34580447
PARM_1001;SAP;2013;0.427272729;2.090909091;688;0.001202379;0.001339105;0.001046904;19.997;18;99;0.277777778;0.818181818;1.277786726;23284.6677;7.910735965;1137.63487;3.237379248;1.152786119;1.74106916;0.156645139;26.1415275
PARM_1002;SAP;2013;0.340909091;1.636363637;129;0.00115707;0.001456963;0.000816054;15.984;14;465;0.571428571;0.954545455;0.486532595;17213.2515;8.100454385;1003.808907;2.967049543;1.0187619;1.684324773;0.164411122;25.07325473
PARM_1004;NAP;2013;0.52;3.127272727;552;0.001156933;0.000302218;0.002128851;42.152;34;20;0.117647059;0.857142857;0.749458739;8109.2223;7.241983515;1150.811108;1.900336361;1.069766123;1.639565346;0.14998479;26.82323509
PARM_1005;SAP;2013;0.439444444;2.544444444;521;0.00119172;0.001373888;0.000984573;19.994;17;102;0.588235294;0.818181818;2.257943029;29588.382;8.228042594;1119.295686;4.422198213;1.463079093;1.894601867;0.213103914;34.03757139
PARM_1006;NAP;2013;0.345454547;1.454545455;369;0.001178444;0.001396151;0.000930884;16.499;16;1038;0.875;0.954545455;1.349992558;24692.1804;7.659034152;994.6465496;3.740563956;1.315893537;1.766322969;0.213269137;33.67589763
PARM_1007;NAP;2013;0.23409091;1.545454547;360;0.001137616;0.000981074;0.001315625;22.496;21;166;0.238095238;0.954545455;0.511603453;5442.1722;7.343067627;1130.509262;3.37887875;1.057466704;1.626249899;0.109412194;22.19098422
PARM_1008;NAP;2013;0.311363636;2.727272726;500;0.001175265;0.000894885;0.001494093;25.996;24;15;0.125;0.681818182;0.233875051;9201.3597;7.289351444;1156.158311;1.939506832;1.053369156;1.622171181;0.149788732;26.12039137
PARO_1050;NAP;2013;0.533333333;1.666666666;502;0.001137507;0.001159121;0.001112928;22.491;18;381;0.5;0.875;26.74523682;1726.5231;7.298252637;945.3998187;0.789685351;0.30025454;1.23831855;0.0401906;7.616028343
PARO_1052;SAP;2013;1.00909091;3.272727274;511;0.00109956;0.001039198;0.001168199;23.491;19;87;0.210526316;0.952380952;1.284110744;8069.6754;9.579736808;965.4889664;14.29063429;5.189484053;2.769988833;0.999720509;112.3165228
PARO_1053;NAP;2013;0.222727273;1.909090908;496;0.001171633;0.000588123;0.001835155;41.475;29;25;0.034482759;0.909090909;14.2143902;592.6986;7.130886052;1167.650079;0.050261634;0.520235243;1.355758426;0.058461417;10.59153089
PAS9_0918;NAP;2013;0.213636365;1.727272728;240;0.001242387;0.001301675;0.00117497;4;4;42;0.25;0.909090909;6.230675175;12.2688;7.214092915;964.8186715;0;0.032937207;0.818775428;0;2.529629675
PAS9_0919;NAP;2013;0.279545456;1.636363637;107;0.001298407;0.00017189;0.002579398;1;1;0;0;1;7.140194071;2.9826;7.107551032;966.4090202;0;0.014484007;0.348056149;0;1.251332298
PAS9_0922;NAP;2013;0.479545455;1.90909091;233;0.001188679;0.001337686;0.00101924;5;5;0;0;0.952380952;10.06706802;11.5281;6.782595658;1191.381218;0.007807011;0.908736045;0.684965836;0.45280662;3.630158125
PAS9_0923;SAP;2013;0.379545454;2.545454546;314;0.001093052;0.001247853;0.000917023;15.498;15;0;0;0.772727273;14.49714705;76.7124;10.08296783;1024.5325;13.91782815;1.10422826;2.068941373;0.042235675;19.62583014
PASS_1163;NAP;2013;0.145454546;1.454545456;14;0.001298407;0.00017189;0.002579398;1;1;0;0;0.954545455;4.79274713;1.1565;7.252706089;961.526001;0;0;0;0;1.251332298
RILS_1022;NAP;2013;0.913636363;3.818181819;20;0.001246144;0.001677984;0.000755087;9.137;7;0;0;1;14.82415106;71.7426;10.0296669;1480.119063;2.041046742;1.739481145;2.028434498;0.188172717;40.88030907
RISS_1080;NAP;2013;1.509090909;4.818181818;5;0.001334779;0.000248565;0.00256994;1;1;0;0;1;3.479173244;3.9852;9.655130888;1393.388472;0;12.06052394;2.402700898;3.726287263;249.398723
RISS_1081;NAP;2013;1.177272727;4.545454545;26;0.001237708;0.001575221;0.000853913;6;6;1;0.166666667;1;16.74074447;19.8036;9.794495415;1516.753701;0;0.516360662;1.548345705;0.009089256;35.83008379
RISS_1082;NAP;2013;1.825000001;5.545454546;80;0.001290271;0.0021148;0.001452047;3;3;0;0;1;11.34535904;3.1878;10.03197684;1540.703735;0;2.757763975;1.804312071;0.056465274;166.5265403
RISS_1083;NAP;2013;0.588636362;3.818181818;71;0.001279985;0.001560324;0.000961205;7.958;5;0;0;0.863636364;13.56365483;3.8214;10.12520283;1538.54843;0;4.626000942;2.191981755;0.494583137;171.0213833
RISS_1084;NAP;2013;1.068750001;4.833333333;15;0.001291015;0.001140822;0.001461804;3.933;3;5;0.333333333;1;7.689977736;5.1813;9.865915346;1408.353562;0;10.19315616;2.835285334;1.094319958;233.4433415
SDLS_1113;TPL;2013;0.390909091;1.636363636;28;0.001279775;0.001115029;0.001467112;3;3;258;2.333333333;0;6.105225693;77.1606;7.951204551;692.6378581;69.08111134;0.370401474;1.238547124;0.009331187;1.859283721
SDR9_0902;TPL;2013;0.247727274;1.636363637;284;0.0011969;0.001598745;0.000739952;8.166;8;182;1.125;0.863636364;30.99009128;5435.6562;7.689434759;714.485041;73.36207356;0.570310904;1.327376394;0.052172174;4.563242131
SDR9_0904;TPL;2013;0.231818181;1.727272727;220;0.001285113;0.001127894;0.00146389;3;3;192;1.666666667;0;15.81124775;4580.316;6.575376727;683.9081037;52.23941099;0.32373989;0.932204126;0.021810722;1.219268237
SDR9_0907;NPL;2013;0.077272728;1.181818182;13;0.000771194;0.001164399;0.00122685;4.923;4;159;1;0;15.55820288;13891.0455;7.796423049;344.2857133;0.053419305;0.093246523;0.964801465;0.002014967;0.304162612
SDR9_0909;NPL;2013;0.1;1.636363636;166;0.001214706;0.001399747;0.001004292;5;5;11;0.2;0.045454545;19.31382506;809.0082;7.468506903;499.6545303;0.17565953;0.178511911;0.361620872;0.012348453;0.202821617
SDR9_0911;NPL;2013;0.78409091;3.909090909;23;0.001245589;0.001287778;0.001197614;4;4;42;0.5;0.227272727;26.25765882;673.4115;6.563905346;547.3111432;44.06115726;0.291595555;0.900952351;0.014033024;2.242947336
SDRM_1001;NPL;2013;0.15;2.272727272;10;0.001311169;0.00016717;0.002612038;1;1;112;8;0;23.4081463;3767.4387;7.194396143;476.088252;0.864252947;0.172483417;0.301121046;0.011084454;0.210622348
SDRM_1007;WMT;2013;0.081818182;0.90909091;168;0.001227768;0.001426846;0.001001391;5;5;56;1.2;0;12.79071139;19739.6235;7.689278979;373.39162;0.157607869;0.165835412;1.008917849;0.009291971;0.61573787
SDRM_1011;NPL;2013;0.38939394;2.257575758;62;0.001216394;0.001214599;0.001218434;4;4;104;2.25;0;12.47654365;24204.1284;7.860485273;398.6403798;0.54437738;0.185113334;0.952260498;0.010132569;0.745744007
SDRO_1067;TPL;2013;0.068181819;0.636363637;105;0.00126471;0.000163966;0.000838351;6.495;6;326;1.166666667;0.045454545;16.09181673;2379.2193;7.228413255;731.8968185;64.87437287;0.466750543;1.211691977;0.029581132;2.731148834
SDS9_0937;NPL;2013;0.15909091;1.727272728;8;0.001270926;0.000698175;0.001922214;2;2;7;1;0.863636364;5.041288142;141.1047;8.945592489;690.6840213;37.39882513;0.524253267;1.159458451;0.049112468;3.712210983
SDS9_0938;NPL;2013;0.427272727;3.363636364;45;0.001168588;0.000830191;0.001553387;3;3;39;1.333333333;0.590909091;29.17287491;383.7951;6.328239217;620.8633144;0.009380005;1.043253549;1.156849655;0.07316404;23.63030387
SDS9_0941;NPL;2013;0.072727273;1.454545454;1;0.0013112;0.000203812;0.002570439;1;1;2;1;0;28.54421269;86.3784;7.132038979;547.205215;5.742060515;0.071924231;0.145035856;0;0.250430453
SDS9_0942;TPL;2013;0.154545455;2;187;0.001131127;0.001452927;0.0007652;12.995;12;8;0.25;0;31.19073937;444.9096;6.746577441;674.5380025;83.95510009;1.204701584;1.551730068;0.157582574;11.73125861
SDSS_1186;TPL;2013;0.456818182;1.636363636;33;0.0013112;0.000203812;0.002570439;1;1;6;2;0;8.203532278;96.7437;6.99535055;604.9476296;77.13618561;0.249867433;1.319486431;0.006512052;0.947225615
