Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
WMT;2014;Good;578;0.0127485;0.012362701;0.013373258;0.001042489;0.001454388;0.000358968;49.00;25;0;0;0.02;0;0.31
WMT;2013;Good;391;0.00747519;0.00788907;0.006611743;0.001186538;0.001372127;0.000854213;49.00;41;0;0.09;0.24;0.01;0.61
CPL;2009;Good;95;0.007631672;0.006663853;0.00945972;0.000752546;0.000544604;0.001096056;15.00;13;0.157020196;1.59;1.65;0.16;21.88
TPL;2009;Good;730;0.010944745;0.013521784;0.006092795;0.000711053;0.000737113;0.000668004;49.00;40;95.47851057;0.86;1.34;0.02;4.48
SAP;2009;Good;434;0.010091734;0.012635271;0.004302173;0.000804784;0.000823025;0.000774652;55.00;45;28.30188679;1.38;2.04;0;89.76
WMT;2009;Good;456;0.004637047;0.003778917;0.006119979;0.000843828;0.001068368;0.0004729;52.00;37;0;0.02;0.11;0;0.1
TPL;2009;Good;175;0.004261458;0.005622934;0.001908695;0.000796361;0.001020104;0.000426749;33.00;22;57.58072534;0.47;1.27;0;2.81
NPL;2008;Good;10;0.009170086;0.011070454;0.005514651;0.00156212;-0.00016626;0.004580964;6.00;4;5.306882;0.43;0.79;0.03;2.87
NAP;2008;Good;355;0.009276946;0.009596415;0.008647282;0.001420445;0.001949525;0.000496337;61.00;33;0;0.12;0.92;0;10.25
TPL;2014;Good;161;0.007757547;0.008215;0.006684993;0.000855161;0.000848095;0.000866886;57.00;17;73.26626667;1.81;1.69;0.3;23.18
TPL;2013;Good;185;0.007277008;0.009957942;0.004029452;0.001099642;0.001326666;0.000693123;32.00;21;87.40422924;1.1;1.47;0.06;10.27
SAP;2013;Good;49;0.007579062;0.004866624;0.010864781;0.001062824;0.001170901;0.000869294;31.00;19;0;0.27;0.92;0.01;3.68
SAP;2014;Good;168;0.010677083;0.013118679;0.004525551;0.00079228;0.000994671;0.000456423;37.00;29;5.404112545;1.63;1.93;0.33;40.89
NPL;2013;Good;249;0.008102543;0.010256584;0.003608723;0.001159377;0.001535218;0.000486376;25.00;25;0.278878137;0.16;1.24;0.01;0.95
SAP;2009;Good;255;0.011161512;0.013113313;0.006497345;0.000777082;0.001012205;0.00038867;68.00;32;5.847776;4.45;3.41;0.66;198.74
SPL;2009;Good;771;0.006659607;0.007942498;0.00477881;0.000732005;0.000823237;0.000581295;44.00;38;54.89894;0.54;1.4;0.06;5.1
TPL;2009;Good;36;0.01062553;0.013433545;0.005338706;0.000778023;0.00072507;0.000865497;20.00;15;78.37691821;1.91;1.75;0.24;32.51
NPL;2009;Good;296;0.007613565;0.009376217;0.004125252;0.000720843;0.000825144;0.000548543;28.00;20;7.558835;0.2;0.54;0;0.14
NPL;2008;Good;356;0.009456367;0.010717598;0.007030338;0.00119244;0.001455067;0.000733728;27.00;24;50.37275;0.39;1.03;0.02;2.19
SPL;2009;Good;122;0.007876416;0.010021892;0.004052289;0.000769192;0.000888399;0.000572268;35.00;19;21.84701;0.37;1.82;0.04;4.68
WMT;2009;Good;492;0.00702929;0.008793377;0.003884958;0.000828483;0.001017834;0.000515684;75.00;38;0;0.22;1.57;0;19.04
SPL;2014;Good;386;0.008070933;0.010686611;0.002974161;0.000886548;0.001049328;0.000616425;23.00;20;50.06458265;0.55;1.39;0.04;3.1
NAP;2013;Good;398;0.006587489;0.007562978;0.004854872;0.001007278;0.001220858;0.00062483;88.00;34;10.68666033;1.01;2.43;0.01;37.76
WMT;2013;Good;256;0.00770329;0.006385633;0.009299437;0.001064116;0.001245652;0.000739048;46.00;37;0.071090884;0.8;1.76;0.12;16.82
SAP;2009;Good;56;0.012213003;0.00912353;0.019595835;0.000768334;0.001016567;0.000358266;47.00;29;0;0.46;1.69;0.05;18.63
SAP;2009;Good;202;0.006710184;0.007676826;0.00488436;0.000735135;0.000886124;0.000485708;68.00;35;0.339207632;1.1;1.61;0.02;31.24
CPL;2009;Good;133;0.005825682;0.006746411;0.004086577;0.000735806;0.00095992;0.000365582;55.00;27;0;0.19;0.7;0;4.14
XER;2009;Good;124;0.012594875;0.015028153;0.008013592;0.000782578;0.000873228;0.000632827;24.00;18;15.79469352;0.43;0.94;0.05;8.35
CPL;2009;Good;66;0.009530902;0.011692324;0.004611106;0.00074862;0.000961624;0.00039675;27.00;24;0;0.48;0.84;0;3.76
NAP;2009;Good;55;0.003950956;0.004825602;0.002439483;0.00081659;0.000900229;0.000678422;33.00;17;8.2397;2.57;2.43;0;54.01
WMT;2008;Good;301;0.00763983;0.008734521;0.006155465;0.00120392;0.001352351;0.000944665;62.00;41;0.000697145;0.17;1.93;0;1.26
SAP;2009;Good;327;0.004344191;0.005628651;0.00212452;0.000772792;0.001004212;0.000390497;44.00;32;8.17127;0.69;2.62;0.01;16.71
SPL;2008;Good;642;0.009594037;0.009379584;0.010006547;0.001239742;0.001556935;0.000685722;60.00;36;0;0.14;1.02;0;0.21
CPL;2009;Good;361;0.00644223;0.008451475;0.003496555;0.000707023;0.00068942;0.000736102;70.00;42;0;0.66;1.41;0.03;12.52
WMT;2009;Good;284;0.006705986;0.008117328;0.004636873;0.000834865;0.001132498;0.000343191;61.00;31;0;0.09;0.14;0.01;0.24
SPL;2008;Good;358;0.010102175;0.012225833;0.006017232;0.001218475;0.001488761;0.000746385;73.00;37;2.748174;0.88;1.42;0.14;15.39
CPL;2014;Good;264;0.009190116;0.010394378;0.007040976;0.00083576;0.001074185;0.000440109;36.00;30;12.18658038;1.3;1.58;0.1;15.43
WMT;2014;Good;417;0.010143016;0.011167163;0.007172125;0.000980855;0.00129974;0.000451685;75.00;35;0;0.31;0.68;0;0.75
UMW;2014;Good;380;0.008766639;0.007745036;0.010757278;0.000895839;0.00113812;0.000493788;62.00;34;0;0.12;0.45;0.01;0.37
TPL;2014;Good;400;0.005472978;0.006595462;0.002551542;0.000927472;3.37E-05;0.002410679;15.00;7;18.54220497;0.33;0.82;0.03;2.2
NAP;2013;Good;230;0.008478087;0.009469433;0.007021288;0.0011073;0.00112042;0.001083806;56.00;44;0.002108593;3.07;1.72;0.88;38.44
NAP;2013;Good;457;0.006789426;0.008139488;0.004391511;0.000951578;0.0011195;0.000650888;41.00;34;5.114577255;0.59;1.1;0.04;10.88
NAP;2013;Good;230;0.007224942;0.00889255;0.004263017;0.000959916;0.001082248;0.000740863;47.00;36;2.643577838;0.46;0.93;0.06;10.76
SPL;2014;Good;199;0.006223657;0.006600217;0.005243604;0.000833728;0.00106476;0.000450345;34.00;30;0.758924713;5.22;1.78;1.62;23.4
UMW;2014;Good;189;0.00892353;0.011405337;0.004891556;0.000900775;0.001199539;0.000404996;124.00;27;1.179987572;0.75;1.44;0.09;10.34
TPL;2009;Good;347;0.010553003;0.013135913;0.005689997;0.000758639;0.000620375;0.000987044;14.00;14;96.20714807;0.69;1;0;6.99
SAP;2009;Good;190;0.008523486;0.0046956;0.017236461;0.000702949;0.000793669;0.000553084;91.00;37;5.622378158;0.87;1.51;0.15;23.08
UMW;2008;Good;167;0.003951658;0.00324676;0.004809658;0.001129789;0.001370321;0.000709669;45.00;25;53.15309615;4.4;2.32;0.93;76.88
TPL;2008;Good;101;0.003853946;0.003235027;0.004607291;0.001305355;0.001390208;0.001157148;59.00;19;7.707653246;16.55;5.2;2.16;910.89
XER;2008;Good;1126;0.009879316;0.007195931;0.01380689;0.001363629;0.001847387;0.000518682;39.00;27;0;0;0;0;0.1
CPL;2009;Good;139;0.004529155;0.005850447;0.002245833;0.000824485;0.001124477;0.000328914;34.00;26;0;0.26;1.42;0;12.39
UMW;2013;Good;434;0.009162329;0.011420438;0.005302346;0.00099637;0.000437381;0.001997326;64.00;57;0;0.27;0.52;0;3.89
UMW;2013;Good;383;0.0128845;0.00981674;0.018128488;0.001087132;0.001413921;0.000501967;71.00;26;19.53008915;15.16;3.4;3.23;216.62
NPL;2013;Good;177;0.008235676;0.01141292;0.003566665;0.001257793;0.001735389;0.000402583;45.00;28;35.22099013;0.17;0.85;0;0.9
SAP;2014;Good;451;0.008635646;0.010854874;0.004675188;0.000779243;0.000969878;0.000462896;45.00;30;12.65029162;5.75;3.33;0.95;236.47
CPL;2009;Good;13;0.008311743;0.011143504;0.00355212;0.000907439;6.44E-05;0.002300082;7.00;5;0;0.89;2.43;0;6.64
CPL;2009;Good;243;0.007994028;0.010636243;0.003552993;0.000743523;0.000932464;0.000431402;37.00;33;11.53689699;1.15;1.51;0.09;13.04
WMT;2009;Good;244;0.012601889;0.016843825;0.004615335;0.000801558;0.000983954;0.000500248;48.00;37;0.665337317;0.24;0.79;0.02;0.66
UMW;2008;Good;111;0.005050177;0.001317074;0.009594094;0.001253553;0.00152743;0.000775191;31.00;23;67.33892574;2.49;2.02;0.42;39.89
CPL;2008;Good;64;0.004544089;0.002189231;0.007410411;0.001360889;0.000827674;0.00229222;15.00;12;27.69586731;1.44;1.44;0.25;27.14
WMT;2008;Good;393;0.01096075;0.013389839;0.007405381;0.001103081;0.001397648;0.00058858;81.00;31;1.957537;0.05;0.41;0;0.37
WMT;2009;Good;347;0.003876321;0.004623423;0.002585256;0.000780015;0.000906757;0.000570645;49.00;39;0.002307559;0.17;1.05;0;0.43
SAP;2009;Good;369;0.003896544;0.00472607;0.002463041;0.00061801;0.000676195;0.000521891;28.00;22;3.033662;14.78;4.25;3.83;275.2
NAP;2009;Good;352;0.003905843;0.004730495;0.002480766;0.000730491;0.000941342;0.000382175;33.00;25;19.76991;1.89;1.99;0.22;41.36
SPL;2008;Good;864;0.009969378;0.011463879;0.007094645;0.001276013;0.00141161;0.001039175;51.00;43;1.348881;0.14;0.47;0;0.18
SAP;2009;Good;313;0.006820869;0.007965904;0.005142178;0.000758544;0.00084103;0.00062228;77.00;40;0.4696783;1.22;2.33;0.16;28.03
WMT;2009;Good;346;0.007192048;0.008832213;0.004268596;0.000820561;0.00112171;0.000323078;43.00;27;0;0.43;2.38;0;8.17
SAP;2014;Good;431;0.007232099;0.008993442;0.003102422;0.000832596;0.000740077;0.000986127;66.00;46;0.081149434;1.03;1.75;0.09;10.29
NAP;2013;Good;490;0.006724749;0.00745009;0.005436433;0.001039953;0.000300287;0.002364437;78.00;65;0.074344301;0.23;1.08;0.01;2.96
WMT;2014;Good;207;0.011131342;0.013829725;0.004332844;0.000970478;0.001147887;0.000676079;53.00;41;0;0.1;0.82;0;0.5
XER;2014;Good;7;0.009219217;0.012569324;0.003856978;0.001095295;-0.00027943;0.003376566;4.00;3;1.349541031;0.26;1.01;0.03;3.32
XER;2014;Good;186;0.012353145;0.012902608;0.011463349;0.001050809;0.000912056;0.001281061;22.00;12;0.112900624;2.85;1.32;0.31;84.82
CPL;2014;Good;330;0.011892493;0.013968448;0.008530711;0.000802204;0.000615518;0.001111998;58.00;48;8.345898663;1.02;2.93;0.11;14.38
UMW;2014;Good;300;0.008549545;0.01093204;0.004678914;0.000819551;0.000512974;0.001328295;71.00;53;3.472116468;0.52;1.23;0.03;3.58
NAP;2009;Good;80;0.010474371;0.00519488;0.022491469;0.000803374;0.00103006;0.000428901;32.00;22;11.4588127;2.79;2.52;0.05;40.32
TPL;2008;Good;549;0.007777048;0.001410653;0.016409673;0.0012166;0.001593365;0.00055853;38.00;32;70.27443;2.63;1.47;0.63;40.31
SAP;2013;Good;267;0.010372519;0.013691337;0.005206122;0.000949926;0.00116583;0.000563317;50.00;30;0;27.59;8.26;8.04;955.28
SAP;2008;Good;477;0.004528102;0.001965849;0.007646865;0.001170932;0.001202751;0.001115356;22.00;20;1.665053243;0.92;1.56;0;19.05
NAP;2008;Good;118;0.006341586;0.008232295;0.003777846;0.001173683;0.001420415;0.000742733;36.00;24;3.027251;2.24;1.66;0.46;56.64
WMT;2008;Good;326;0.010979613;0.01391382;0.005335545;0.001307078;0.001756677;0.000521794;52.00;28;0;0.03;0.26;0;3.19
WMT;2014;Good;465;0.010305945;0.011410482;0.007101852;0.000977393;0.001288051;0.000461875;140.00;35;0;0;0.21;0;0.36
UMW;2013;Good;416;0.009591967;0.008959521;0.01067306;0.001033573;0.001320342;0.000520071;56.00;31;27.00871249;1.81;1.84;0.07;56.85
CPL;2013;Good;158;0.008383133;0.010278406;0.004429165;0.001031302;0.001148245;0.000821899;56.00;38;9.786191517;1.15;2.69;0.1;32.76
NAP;2014;Good;423;0.013691567;0.01580285;0.010272574;0.00090474;0.000811521;0.001059431;65.00;49;0.594125615;1.06;1.78;0.06;9.42
NAP;2013;Good;234;0.007667336;0.009304226;0.004252412;0.001107621;0.001150138;0.001031487;52.00;43;0.745388076;1.94;1.81;0.22;23
TPL;2008;Good;94;0.009587634;0.011743827;0.005337835;0.001261775;0.001237617;0.001303971;34.00;18;53.96162;3;1.84;0.4;55.11
UMW;2014;Good;126;0.007909384;0.007084853;0.009516021;0.00083788;0.001073188;0.0004474;36.00;26;0.017223369;0.45;0.7;0.06;5.32
NAP;2009;Good;251;0.003754106;0.002859103;0.005300757;0.000726178;0.000774506;0.000646342;73.00;40;2.475272;0.43;0.93;0.05;10.73
TPL;2008;Good;119;0.010196972;0.012405058;0.005949629;0.001199711;0.001546273;0.000594397;37.00;27;25.87533;4.78;2.53;0.5;106.77
NAP;2013;Good;187;0.010832624;-0.000686861;0.024786777;0.00095394;0.001090615;0.000709204;107.00;35;1.900336361;1.07;1.64;0.15;26.82
CPL;2014;Good;344;0.009465088;0.012243017;0.004507564;0.000837325;0.001081786;0.000431658;35.00;27;0.018499448;0.81;1.62;0.01;2.38
WMT;2009;Good;386;0.014201418;0.018225615;0.006624813;0.000828142;0.001052664;0.000457243;41.00;36;0.025329876;0.12;0.33;0;0.29
TPL;2008;Good;365;0.004098842;0.003773714;0.004494586;0.001157146;0.001253309;0.000989184;51.00;41;14.73648625;0.72;1.39;0.01;6.62
CPL;2008;Good;3;0.004304563;0.006139085;0.00207159;0.001541658;-0.000496735;0.005101979;5.00;3;27.68124403;1.43;1.44;0.25;26.94
CPL;2008;Good;590;0.004083224;0.001792656;0.006871294;0.001322311;0.001718154;0.000630918;36.00;25;28.82763114;1.51;1.45;0.26;28.86
SPL;2008;Good;985;0.00619693;0.002444392;0.011285249;0.001147232;0.0010331;0.001346577;88.00;46;0;0.14;0.69;0;1.99
XER;2008;Good;393;0.00936133;0.010024095;0.008086474;0.001284186;0.001688772;0.000577522;42.00;34;5.06347;0.48;0.98;0.03;2.81
CPL;2008;Good;280;0.009677948;0.012075406;0.005066341;0.001238107;0.00133773;0.001064104;31.00;20;0;24.69;5.04;9.14;250.14
UMW;2013;Good;135;0.011080125;0.004778944;0.021851284;0.001017796;0.001130814;0.00081542;59.00;38;59.5873472;1.77;1.67;0.23;15.97
SAP;2014;Good;138;0.008204617;0.009969936;0.004065618;0.000789433;0.000988857;0.000458503;56.00;28;0.201040298;0.98;1.68;0.1;15.02
NPL;2014;Good;365;0.007338578;0.006368721;0.009612525;0.000823754;0.001059322;0.000432844;34.00;28;3.203941794;0.17;0.9;0;2.65
NAP;2013;Good;387;0.009606486;0.008718083;0.010682655;0.000990896;0.001139923;0.000724042;39.00;36;3.863797803;1.43;1.7;0.22;38.1
CPL;2014;Good;234;0.008504952;0.011136161;0.004293394;0.000814666;0.000970636;0.000555844;39.00;35;32.82321249;2.33;2.03;0.29;42.59
WMT;2014;Good;411;0.007458518;0.008793822;0.005321209;0.000810965;0.000833718;0.000773208;53.00;41;0;0.34;0.93;0;2.74
SAP;2014;Good;459;0.008895212;0.009909869;0.007246788;0.000823552;0.000531298;0.00130853;81.00;53;0.043591408;0.26;1.09;0.01;3.85
WMT;2009;Good;368;0.003861267;0.004826244;0.002193694;0.000774237;0.000965818;0.000457754;43.00;35;0;0.16;0.8;0;0.85
CPL;2009;Good;123;0.006810814;0.009135259;0.003403037;0.000710968;0.000904036;0.00039203;32.00;30;24.64019;3.34;2.23;0.6;56.41
CPL;2009;Good;1;0.00794635;0.010674588;0.003946587;0.00099785;-0.000490823;0.00345706;1.00;1;7.077156;3.26;2.36;0.52;83.2
NAP;2008;Good;346;0.010062041;0.01105678;0.008101436;0.001181459;0.000944334;0.001595628;58.00;50;0.4358094;1.64;1.56;0.24;30.19
TPL;2013;Good;215;0.011552297;0.014600913;0.006822352;0.001013271;0.001288946;0.000519634;54.00;29;4.079138339;0.15;1.11;0;7.75
CPL;2014;Good;407;0.006901561;0.006210814;0.008247516;0.000831201;0.001022685;0.000513446;24.00;23;0;1.12;1.19;0.28;8.18
NAP;2014;Good;135;0.0066225;0.007761114;0.004403858;0.000914394;0.001061226;0.000670735;27.00;19;0.43092792;1.27;1.54;0.1;19.5
UMW;2013;Good;380;0.010907312;0.001057455;0.027744532;0.000929187;0.001050145;0.000712594;39.00;35;66.26009258;3.08;2.01;0.51;53.45
NPL;2013;Good;368;0.006514584;0.006150458;0.007049672;0.001008089;0.00111785;0.000811546;23.00;20;63.19791843;0.55;1.08;0.02;0.44
NPL;2014;Good;367;0.008080427;0.009861745;0.005186476;0.000780531;0.000958266;0.00048559;33.00;25;1.33543453;0.37;0.91;0.03;3.04
UMW;2009;Good;345;0.011734644;0.012117379;0.011001889;0.000726056;0.000567157;0.00098855;69.00;49;8.594279;0.32;0.97;0;6.24
NAP;2014;Good;3;0.005623015;0.005639006;0.005581396;0.001079844;-0.000560226;0.003801438;2.00;2;0.101920037;0.19;0.59;0.01;3.22
SAP;2009;Good;10;0.01350781;0.011082539;0.018074017;0.000934111;0.000504971;0.001643029;16.00;8;0;0.03;0.77;0;14.22
CPL;2009;Good;484;0.006566988;0.007237112;0.005240802;0.000724669;0.000894585;0.000443977;76.00;33;0.438077526;0.78;1.4;0.07;12.27
XER;2008;Good;947;0.006618992;0.008784362;0.003682819;0.001128217;0.001442034;0.000580093;33.00;31;0.3815253;0.07;0.54;0;0.15
NAP;2009;Good;419;0.00429523;0.004779858;0.003457747;0.000733798;0.000654453;0.000864872;65.00;46;0;0.22;0.81;0.02;20.08
SAP;2008;Good;141;0.007141283;0.009837504;0.003485293;0.001233121;0.001489735;0.00078491;107.00;23;16.21435;3.23;2.52;0.61;71.44
SPL;2009;Good;348;0.006589587;0.007881807;0.004286316;0.000790167;0.001028305;0.000396775;27.00;23;2.755326;0.37;1.17;0.01;1.12
UMW;2014;Good;418;0.012940444;-0.000433953;0.051737493;0.000785048;0.000910246;0.000577291;49.00;35;20.53364269;1.04;1.29;0;4.26
CPL;2014;Good;63;0.006961694;0.008578425;0.003171077;0.00094976;0.000604258;0.0015231;23.00;11;27.31394986;5.67;3.1;0.86;87.67
WMT;2013;Good;293;0.006491816;0.005075852;0.008207047;0.001313487;0.001661067;0.000691091;49.00;39;0;0.11;0.87;0;0.18
SPL;2014;Good;214;0.010566535;-0.003362033;0.03286084;0.000948305;0.001282559;0.000393631;32.00;26;0.777665169;0.54;1.1;0.05;9.89
WMT;2013;Good;206;0.015780843;0.020132329;0.00713877;0.00117679;0.001332084;0.000898713;42.00;18;0.047710193;0.19;1.56;0;0.48
CPL;2014;Good;226;0.013888652;0.018912567;0.005752971;0.000936975;0.001267443;0.000388585;28.00;27;6.614411558;1.4;2.94;0.11;43.8
UMW;2013;Good;387;0.008238191;0.007853331;0.009041096;0.001237201;0.001057552;0.00155889;17.00;13;0;0.11;1.04;0;2.28
CPL;2014;Good;241;0.008608804;0.003958945;0.01766927;0.000869904;0.001018407;0.000623473;24.00;20;30.35999856;5.25;1.78;1.02;34.63
WMT;2009;Good;419;0.013006195;0.015020976;0.009212843;0.000778502;0.001031559;0.000360465;33.00;30;0.817775625;0.2;1.21;0.01;0.55
XER;2014;Good;378;0.015977438;0.012111245;0.023270527;0.000850118;0.001094843;0.000444011;34.00;31;0.20384039;0.04;0.29;0;0.58
NAP;2014;Good;400;0.010028253;0.007559638;0.014433772;0.000857521;0.000710069;0.001102208;61.00;49;0.349626799;1.24;1.92;0.05;46.34
NAP;2013;Good;208;0.007724829;0.009277715;0.005307455;0.00103004;0.001279557;0.000583241;44.00;24;16.29175187;8.01;4.09;0;124.52
NAP;2008;Good;344;0.004136044;0.002077693;0.006641459;0.001272089;0.0008206;0.002060674;90.00;58;0.0774528;0.46;0.93;0.01;4.95
UMW;2009;Good;144;0.006178301;0.00673616;0.005183966;0.000785429;0.000838674;0.000697471;28.00;17;0;1.84;1.82;0.1;14.16
TPL;2013;Good;105;0.013691818;0.0169905;0.008521783;0.001034492;0.001237834;0.000670379;58.00;22;54.03704045;1.95;1.97;0.22;24.87
TPL;2014;Good;50;0.013498987;0.00681536;0.032887151;0.000854265;0.000898657;0.000780598;38.00;18;78.31689148;3.13;1.76;0.12;3.53
TPL;2014;Good;156;0.010297607;0.012042564;0.005235757;0.000748842;0.000882614;0.000526855;42.00;24;55.25599596;4.45;2.44;1.01;93.89
WMT;2014;Good;178;0.00694368;0.006897749;0.007051368;0.000888623;0.001177145;0.000409838;37.00;29;0.308412158;0.12;0.8;0;2
SPL;2013;Good;263;0.018874635;0.014397888;0.027765478;0.001068492;0.001134365;0.000950535;22.00;18;24.1750574;0.93;1.2;0.05;7
SAP;2014;Good;413;0.012593744;0.015646323;0.007650425;0.000827749;0.000504217;0.00136463;78.00;54;5.358162753;0.93;2.5;0.11;32.4
SAP;2014;Good;387;0.009512809;0.012543862;0.004588522;0.000872737;0.000393016;0.001668804;80.00;62;9.24E-05;0.5;1.65;0.05;7.42
SAP;2009;Good;389;0.006784824;0.0077122;0.005033166;0.000738921;0.000966335;0.000363246;32.00;28;0;0.69;1.45;0.04;11
TPL;2008;Good;282;0.004812898;0.004159444;0.005608279;0.001156021;0.001388321;0.000750278;26.00;24;48.38458973;1.34;1.49;0.1;12.65
UMW;2009;Good;480;0.015932076;0.011557937;0.024627364;0.000725325;0.000837344;0.000540276;56.00;37;0;0.3;0.53;0;0.92
SAP;2009;Good;340;0.004576858;0.005612471;0.002787219;0.000654969;0.000615441;0.000720266;18.00;18;2.954942;11.59;5.22;2.53;259.81
SAP;2013;Good;162;0.009014401;0.012252488;0.003973679;0.001022074;0.001292192;0.000538385;59.00;31;0;30.51;7.46;10.28;712.33
UMW;2014;Good;360;0.009858037;0.011669499;0.006625281;0.000832736;0.001022654;0.00051758;41.00;34;81.91366753;1.05;1.33;0.06;4.57
UMW;2014;Good;184;0.006949624;0.00807772;0.004751478;0.000863697;0.001127429;0.000426051;41.00;27;45.17732311;5.15;2.29;1.17;109.12
SAP;2013;Good;425;0.008072165;0.003575492;0.014680096;0.001011294;0.001273597;0.0005416;35.00;31;45.61334254;1.35;1.88;0;34.44
SAP;2013;Good;121;0.00941414;0.003297436;0.016823623;0.00109278;0.001036791;0.001193036;22.00;16;3.237379248;1.15;1.74;0.16;26.14
WMT;2013;Good;356;0.009776001;0.012605295;0.003873452;0.001065798;0.001385731;0.000492909;28.00;27;0;0.07;0.81;0;0.33
SPL;2014;Good;371;0.006436587;0.007592458;0.003428255;0.000804213;0.000921022;0.000610375;23.00;21;0.460965249;0.14;0.94;0.01;1.37
NAP;2008;Good;414;0.010392371;0.013975211;0.00333069;0.001319859;0.001689569;0.000674112;51.00;37;0;6.92;3.28;0.96;7.19
CPL;2014;Good;290;0.009660583;0.012534185;0.004532322;0.000852671;0.001108068;0.000428854;33.00;30;0;4.88;2.48;0.44;291.75
XER;2009;Good;33;0.00695639;0.008998543;0.003099101;0.000876844;0.000658992;0.001236723;14.00;11;0.902110093;0.34;0.93;0.03;3.46
WMT;2009;Good;365;0.009363147;0.004882162;0.016894785;0.000765883;0.000853456;0.000621217;52.00;40;0;0.1;0.54;0;0.24
UMW;2008;Good;390;0.004887788;0.00434629;0.005546898;0.001104153;0.001391422;0.0006024;38.00;28;72.36874337;3.84;1.95;0.32;49.46
CPL;2009;Good;91;0.011565659;0.004789355;0.026989778;0.000789571;0.000844064;0.000699553;66.00;17;0.245020047;24.03;8.84;5.27;1971.35
SAP;2008;Good;270;0.003967813;0.004421132;0.003416036;0.001111097;0.001165775;0.001015595;48.00;41;7.190534225;2.07;2.51;0.34;53.26
NPL;2008;Good;924;0.011390165;0.014046998;0.007501455;0.001073211;0.001128782;0.000976149;64.00;40;29.6057;0.34;1.21;0;1
SAP;2009;Good;137;0.012529179;0.006836095;0.026133791;0.000711843;0.000891143;0.000415647;37.00;24;0.05943581;12.22;5.12;3.07;625.83
SAP;2009;Good;224;0.003534553;0.003896169;0.002909646;0.00072929;0.0008455;0.000537319;51.00;37;0;0.25;1.14;0;4.79
WMT;2014;Good;441;0.007863632;0.009794093;0.003337436;0.001180223;0.001351599;0.000363947;32.00;30;0.003970556;0.03;0.55;0;0.17
WMT;2013;Good;521;0.009773552;0.001737143;0.021583182;0.001102059;0.001355249;0.000648685;48.00;36;0.47335945;0.13;0.82;0;0.99
SAP;2014;Good;164;0.009236853;0.006375625;0.013816585;0.000881732;0.001093826;0.000529774;52.00;22;1.641878089;5.8;2.87;1.18;151.3
CPL;2014;Good;43;0.0082463;0.010439198;0.004736311;0.000962562;0.000952692;0.00097894;46.00;15;0.822513934;2.46;1.38;0.5;33.03
